station, usgs darea, est_barea, barea_rel_err, latitude, longitude, Basin Avg HSRH (km), Basin Mode HSRH (km),Basin Percentage of HSRH lt 1km,Basin Percentage of HSRH lt 2km
05590800,385.908200,404.000000,4.688110,39.806389,-88.476111,0.322000,0.420000,100.000000,100.000000
05590950,927.215700,1012.000000,9.143967,39.703056,-88.386389,0.377572,0.420000,100.000000,100.000000
05591200,1225.064400,1174.000000,4.168303,39.583333,-88.413333,0.395787,0.420000,100.000000,100.000000
05591550,89.613600,86.000000,4.032424,39.506667,-88.527500,0.635977,0.670000,100.000000,100.000000
05591700,290.078700,288.000000,0.716599,39.731111,-88.662500,0.241211,0.170000,100.000000,100.000000
05592000,2729.847500,2747.000000,0.628332,39.407222,-88.781389,0.410615,0.420000,100.000000,100.000000
05592050,241.127900,233.000000,3.370784,39.405833,-88.896389,0.427735,0.430000,100.000000,100.000000
05592100,3444.684200,3468.000000,0.676863,39.229722,-88.841667,0.442877,0.420000,100.000000,100.000000
05592500,5024.576900,5124.000000,1.978736,38.960556,-89.088889,0.554191,0.420000,97.600000,100.000000
05592575,114.477500,131.000000,14.432967,38.936944,-88.952778,0.910758,0.940000,100.000000,100.000000
05592800,393.678200,392.000000,0.426287,38.922500,-89.236667,0.854962,0.960000,99.236641,100.000000
05592900,292.668700,307.000000,4.896766,38.688889,-89.100000,0.775682,0.700000,100.000000,100.000000
05593000,7042.177700,7065.000000,0.324080,38.611667,-89.356111,0.648660,0.420000,97.891311,100.000000
05593520,657.857000,705.000000,7.166147,38.506944,-89.273333,0.838456,0.710000,99.858357,100.000000
05593575,218.336000,222.000000,1.678147,38.441667,-89.416667,0.853274,0.740000,100.000000,100.000000
05593900,143.744300,142.000000,1.213474,39.148611,-89.352500,0.588322,0.680000,100.000000,100.000000
05593945,1756.011900,1745.000000,0.627097,38.775833,-89.498889,0.676037,0.680000,99.656357,100.000000
05594000,1903.641300,1896.000000,0.401404,38.610000,-89.494722,0.674149,0.680000,99.683711,100.000000
05594100,11377.817800,11365.000000,0.112656,38.450556,-89.627500,0.672258,0.420000,98.627485,100.000000
05594450,398.858200,407.000000,2.041277,38.716667,-89.829167,0.440711,0.470000,97.303922,100.000000
05594800,1201.754500,1192.000000,0.811688,38.406111,-89.873889,0.465130,0.470000,94.970662,100.000000
05595200,334.108500,346.000000,3.559173,38.323889,-89.970556,0.243141,0.220000,100.000000,100.000000
05595730,227.919000,230.000000,0.913044,38.253889,-89.040556,0.902684,0.970000,88.744589,100.000000
05595820,199.170100,203.000000,1.922929,38.286389,-88.871389,0.594069,0.470000,100.000000,100.000000
05597000,2056.450600,2004.000000,2.550540,37.901389,-89.013889,0.692484,0.740000,93.566085,100.000000
05597500,82.102600,76.000000,7.432895,37.731111,-88.889167,0.293766,0.220000,96.103896,100.000000
05599500,5617.684200,5578.000000,0.706416,37.748056,-89.346667,0.659792,0.740000,96.809464,100.000000
07001985,13.442000,14.000000,4.151168,38.762223,-90.196669,0.240000,0.250000,100.000000,100.000000
07004150,30.302900,28.000000,7.599603,38.738356,-90.278058,0.199310,0.190000,100.000000,100.000000
07005000,63.195700,60.000000,5.056831,38.736668,-90.226112,0.207049,0.220000,100.000000,100.000000
07010000,1805221.712700,1775044.000000,1.671690,38.628890,-90.179723,1.003788,0.230000,61.226147,88.161806
07010022,23.154500,23.000000,0.667257,38.668058,-90.323612,0.233750,0.190000,100.000000,100.000000
07010030,5.205900,5.000000,3.955128,38.676669,-90.314723,0.200000,0.190000,100.000000,100.000000
07010035,3.626000,4.000000,10.314396,38.682501,-90.302779,0.196000,0.190000,100.000000,100.000000
07010048,23.491200,22.000000,6.347909,38.636113,-90.394723,0.193043,0.190000,100.000000,100.000000
07010055,31.079900,27.000000,13.127134,38.622224,-90.375278,0.196071,0.190000,100.000000,100.000000
07010070,4.843300,5.000000,3.235397,38.615000,-90.376389,0.235000,0.190000,100.000000,100.000000
07010075,55.425700,59.000000,6.448813,38.616389,-90.364167,0.218333,0.190000,100.000000,100.000000
07010082,15.047800,16.000000,6.327835,38.616667,-90.337222,0.222941,0.190000,100.000000,100.000000
07010086,94.534600,92.000000,2.681135,38.600834,-90.326112,0.216667,0.190000,100.000000,100.000000
07010090,9.039100,13.000000,43.819628,38.576667,-90.323335,0.211429,0.190000,100.000000,100.000000
07010094,1.605800,2.000000,24.548512,38.564446,-90.309444,0.200000,0.190000,100.000000,100.000000
07010097,213.674000,210.000000,1.719442,38.559169,-90.283057,0.219621,0.220000,100.000000,100.000000
07010180,46.878800,45.000000,4.007782,38.526944,-90.299446,0.210217,0.190000,100.000000,100.000000
07010208,6.837600,6.000000,12.249912,38.490834,-90.292780,0.214286,0.210000,100.000000,100.000000
07013000,2022.780700,2044.000000,1.049016,37.998335,-91.360834,0.802381,0.790000,81.271394,100.000000
07014000,670.806900,674.000000,0.476009,37.974722,-91.204444,0.604356,0.570000,100.000000,100.000000
07014500,3820.232500,3845.000000,0.648324,38.158335,-91.108335,0.652564,0.570000,90.041602,100.000000
07015720,349.648400,340.000000,2.759458,38.146669,-91.580834,0.573607,0.570000,100.000000,100.000000
07016500,2092.710400,1989.000000,4.955793,38.443891,-90.995280,0.340693,0.350000,100.000000,100.000000
07017200,453.247900,466.000000,2.813493,37.830000,-90.690834,0.507730,0.570000,100.000000,100.000000
07018100,1903.641300,1937.000000,1.752363,38.159446,-90.705836,0.373937,0.350000,100.000000,100.000000
07018500,2375.019100,2382.000000,0.293930,38.391667,-90.637778,0.337121,0.350000,100.000000,100.000000
07019000,9810.875000,9702.000000,1.109738,38.505556,-90.591667,0.443595,0.350000,96.052767,100.000000
07019072,10.126900,10.000000,1.253098,38.555556,-90.551113,0.336364,0.190000,100.000000,100.000000
07019090,19.735700,19.000000,3.727762,38.534169,-90.513891,0.315500,0.420000,100.000000,100.000000
07019120,24.812100,19.000000,23.424458,38.551668,-90.511390,0.315500,0.420000,100.000000,100.000000
07019130,9971.454200,9849.000000,1.228048,38.546391,-90.485000,0.441547,0.350000,96.111675,100.000000
07019150,13.183000,13.000000,1.388151,38.592779,-90.492780,0.420714,0.440000,100.000000,100.000000
07019175,13.157100,13.000000,1.194032,38.576391,-90.464168,0.420714,0.440000,100.000000,100.000000
07019185,56.461700,59.000000,4.495614,38.568336,-90.471112,0.384000,0.440000,100.000000,100.000000
07019195,7.018900,6.000000,14.516520,38.526946,-90.446946,0.238571,0.190000,100.000000,100.000000
07019220,11.111000,13.000000,17.001170,38.511112,-90.444168,0.582143,0.640000,100.000000,100.000000
07019310,11.033300,13.000000,17.825129,38.499173,-90.348057,0.207143,0.200000,100.000000,100.000000
07019317,20.409100,20.000000,2.004498,38.483058,-90.340835,0.212381,0.220000,100.000000,100.000000
07020500,1835265.574700,1803188.000000,1.747844,37.903613,-89.835556,0.996292,0.230000,61.798435,88.346698
07020550,143.226300,144.000000,0.540194,37.736944,-89.928333,0.879931,0.880000,100.000000,100.000000
07021000,1095.565000,1094.000000,0.142849,37.146391,-90.075280,1.038712,0.940000,62.557078,99.543379
07022000,1847179.520100,1816549.000000,1.658232,37.216390,-89.467501,0.993974,0.230000,62.027611,88.429736
424848088083100,102.563500,112.000000,9.200642,42.813333,-88.141944,0.122655,0.130000,100.000000,100.000000
07024000,177.932200,177.000000,0.523907,36.628611,-88.963889,0.241348,0.250000,100.000000,100.000000
07024300,143.744300,148.000000,2.960604,35.998627,-88.433335,0.965101,0.970000,90.604027,100.000000
07024500,991.965400,999.000000,0.709158,36.118056,-88.810833,0.827600,0.750000,91.400000,99.600000
07025400,963.475600,979.000000,1.611291,36.405025,-88.854447,0.279010,0.250000,100.000000,100.000000
07025500,1108.514900,1132.000000,2.118609,36.399722,-88.995278,0.276346,0.250000,100.000000,100.000000
07026000,4796.658000,4765.000000,0.660001,36.251111,-89.192500,0.560342,0.500000,96.957616,99.832144
07026040,4856.227700,4765.000000,1.878571,36.240576,-89.217501,0.560342,0.500000,96.957616,99.832144
07026370,145.816300,149.000000,2.183364,36.463889,-89.253611,0.259667,0.250000,100.000000,100.000000
07026400,99.973500,98.000000,1.974023,36.438900,-89.260001,0.487475,0.500000,100.000000,100.000000
07027500,1282.044100,1274.000000,0.627443,35.593889,-88.814444,0.772612,0.720000,90.274510,99.137255
07027720,1859.611500,1918.000000,3.139822,35.718619,-89.211947,0.671845,0.720000,91.245440,99.426785
07028500,190.364100,197.000000,3.485899,35.980278,-88.926389,0.873990,1.000000,85.858586,100.000000
07028930,12.302400,11.000000,10.586552,35.807231,-88.801668,0.900000,0.980000,91.666667,100.000000
07028960,546.487500,551.000000,0.825728,35.744167,-88.846389,0.872518,0.720000,74.275362,100.000000
07029035,35.456900,27.000000,23.851211,35.973889,-89.218611,0.529643,0.530000,100.000000,100.000000
07029500,3833.182400,3801.000000,0.839574,35.275025,-88.976391,0.676239,0.470000,94.160968,94.345082
07030050,5977.692600,5974.000000,0.061773,35.637226,-89.609169,0.664536,0.470000,88.435146,93.004184
07030240,678.576900,684.000000,0.799187,35.310836,-89.639445,0.287606,0.280000,98.540146,98.540146
07030280,1307.944000,1293.000000,1.142557,35.281111,-89.765556,0.321994,0.280000,97.295209,97.295209
07030392,543.897500,541.000000,0.532729,35.032500,-89.246667,0.283635,0.220000,100.000000,100.000000
07030500,1302.764000,1269.000000,2.591720,35.054167,-89.541111,0.256268,0.220000,100.000000,100.000000
07031650,1810.401700,1782.000000,1.568807,35.116389,-89.801389,0.263208,0.220000,100.000000,100.000000
07031660,1836.301600,1817.000000,1.051113,35.132778,-89.854724,0.263630,0.220000,100.000000,100.000000
07031692,78.994600,76.000000,3.790892,35.169178,-89.865835,0.317922,0.280000,100.000000,100.000000
07032200,176.637200,177.000000,0.205393,35.049722,-89.818889,0.280337,0.260000,99.438202,99.438202
07034000,606.057200,603.000000,0.504441,37.596112,-90.498611,0.590497,0.600000,100.000000,100.000000
07035000,234.393900,223.000000,4.861005,37.559187,-90.312779,0.791830,0.880000,98.214286,100.000000
07035800,1307.944000,1296.000000,0.913189,37.502224,-90.457779,0.718389,0.600000,95.682344,100.000000
07036100,1719.752100,1734.000000,0.828486,37.384445,-90.473614,0.808496,0.600000,76.541787,100.000000
07037000,257.962800,263.000000,1.952685,37.292245,-90.628890,1.071932,1.110000,29.924242,100.000000
07037300,489.507800,478.000000,2.350892,37.261111,-90.506389,1.169457,1.130000,16.701461,100.000000
07037500,2476.028600,2591.000000,4.643379,37.194445,-90.503058,0.962863,0.600000,54.320988,100.000000
07039500,3395.474400,3366.000000,0.868050,36.928056,-90.265278,1.016335,0.600000,47.490347,100.000000
07040000,3548.283700,3771.000000,6.276733,36.790278,-90.201667,1.005170,0.600000,49.920467,100.000000
07040100,4584.279000,172.000000,96.248047,36.455000,-90.139167,0.993642,1.030000,15.606936,100.000000
07040450,6138.271800,2135.000000,65.218223,35.820833,-90.433333,0.598797,0.550000,93.164794,100.000000
07043500,1165.494600,1233.000000,5.791996,36.834445,-89.730001,0.609157,0.530000,95.380875,95.380875
07047810,12046.034700,8354.000000,30.649378,35.537500,-90.484722,0.701582,0.550000,91.059246,95.715141
07047942,1385.643600,1354.000000,2.283675,35.144722,-90.878056,0.495181,0.550000,100.000000,100.000000
07047950,2035.730700,2025.000000,0.527118,34.972778,-90.885556,0.533993,0.560000,100.000000,100.000000
07077000,60605.721800,60770.000000,0.271061,34.790278,-91.445833,1.000252,0.310000,54.871034,90.528224
07077380,1815.581700,276.000000,84.798261,35.857778,-90.933333,0.668339,0.800000,100.000000,100.000000
07077500,2693.587600,38.000000,98.589242,35.269722,-91.236389,0.617692,0.560000,100.000000,100.000000
07077555,3030.286100,77.000000,97.458986,35.035556,-91.322500,0.560385,0.570000,100.000000,100.000000
07077700,1090.385000,1035.000000,5.079399,35.251944,-91.111944,0.614421,0.550000,100.000000,100.000000
07077950,1160.314700,1104.000000,4.853399,34.555556,-90.845556,0.809973,0.820000,94.570136,100.000000
07264000,536.127500,529.000000,1.329441,34.736944,-91.916111,0.354208,0.300000,96.792453,96.792453
07268000,1362.333700,1360.000000,0.171302,34.482500,-89.224444,0.615518,0.500000,91.991183,99.118295
07273100,90.908600,95.000000,4.500564,34.363889,-89.878611,0.765521,0.750000,100.000000,100.000000
07274000,678.576900,681.000000,0.357086,34.273333,-89.521389,0.663490,0.470000,99.266862,100.000000
07274251,10.282300,10.000000,2.745495,34.147500,-89.633333,0.756364,0.750000,100.000000,100.000000
07274252,251.487800,247.000000,1.784500,34.144167,-89.652500,0.844113,0.750000,81.854839,100.000000
07275530,205.127100,206.000000,0.425541,34.213889,-89.981944,0.848502,0.780000,73.429952,100.000000
07275900,494.687700,501.000000,1.276017,34.907500,-89.753333,0.237968,0.250000,100.000000,100.000000
07277700,313.388600,310.000000,1.081277,34.631944,-89.924444,0.316174,0.280000,100.000000,100.000000
07277730,162.651300,159.000000,2.244864,34.616667,-89.941389,0.519562,0.530000,100.000000,100.000000
07280340,139.600400,141.000000,1.002576,33.978333,-89.979167,1.279507,1.270000,6.338028,100.000000
07280400,305.618600,303.000000,0.856820,34.000000,-90.065000,1.268816,1.280000,6.250000,100.000000
07280460,79.771600,78.000000,2.220840,34.057778,-90.024722,1.107848,1.030000,0.000000,100.000000
07281600,13522.327900,13908.000000,2.852113,33.651389,-90.211111,0.687783,0.500000,78.445611,99.367316
07281960,223.516000,219.000000,2.020437,33.866111,-89.173056,0.278955,0.280000,100.000000,100.000000
07281977,414.398100,408.000000,1.543950,33.838056,-89.275833,0.381247,0.280000,100.000000,100.000000
07282000,764.046500,507.000000,33.642782,33.838611,-89.315556,0.409783,0.280000,100.000000,100.000000
07282075,109.038500,114.000000,4.550228,33.758056,-89.178611,0.384696,0.260000,100.000000,100.000000
07282090,163.169300,170.000000,4.186265,33.780000,-89.246944,0.422865,0.500000,100.000000,100.000000
07282097,53.094800,51.000000,3.945396,33.786111,-89.250833,0.399038,0.520000,100.000000,100.000000
07283000,657.857000,681.000000,3.517938,33.973611,-89.347778,0.635982,0.500000,77.419355,100.000000
07285500,4014.481600,4146.000000,3.276099,33.787778,-89.809722,0.829730,0.500000,63.732819,99.590065
07285510,4014.481600,4146.000000,3.276099,33.787778,-89.809722,0.829730,0.500000,63.732819,99.590065
07287150,246.566900,246.000000,0.229917,33.340000,-90.151389,0.969474,0.770000,72.064777,93.117409
07287160,247.861900,267.000000,7.721275,33.341667,-90.237222,0.958246,0.770000,74.253731,93.656716
07287355,277.128700,279.000000,0.675246,33.138056,-90.196111,0.686607,0.770000,100.000000,100.000000
07287400,228.178000,224.000000,1.831027,33.105278,-90.053333,0.566356,0.530000,100.000000,100.000000
07287404,160.838300,157.000000,2.386434,33.101667,-90.173333,0.532405,0.530000,100.000000,100.000000
07288280,1432.263400,1433.000000,0.051429,33.832500,-90.670000,1.489700,1.580000,1.324965,98.186890
07288500,1986.520900,1895.000000,4.607095,33.547222,-90.543056,1.548613,1.580000,1.002110,95.675105
07288650,1253.554200,1111.000000,11.372001,33.396667,-90.847778,1.728696,1.830000,0.000000,93.165468
0728875070,207.199000,164.000000,20.849039,33.401111,-90.891944,1.826364,1.590000,0.000000,84.848485
07288955,34589.291200,34747.000000,0.455947,32.444167,-90.914167,0.914584,0.600000,59.013468,98.822954
07289350,2659.917800,2577.000000,3.117307,33.194444,-89.771111,0.740306,0.750000,89.759503,100.000000
07289730,6060.572200,5978.000000,1.362449,32.603056,-90.363889,0.523243,0.280000,95.584546,100.000000
07290000,7283.046600,7188.000000,1.305039,32.347778,-90.696944,0.485931,0.280000,96.327723,100.000000
07290650,1693.852200,1696.000000,0.126800,32.018611,-90.878333,0.346995,0.280000,100.000000,100.000000
07291000,468.787800,459.000000,2.087896,31.503056,-90.777500,0.605957,0.490000,100.000000,100.000000
07292500,2038.320600,2020.000000,0.898809,31.324722,-91.109444,0.905383,0.750000,65.066799,97.921821
07295000,466.197900,479.000000,2.746066,31.226944,-91.295556,1.683979,1.800000,0.000000,97.708333
07356000,1072.255100,1066.000000,0.583359,34.610000,-93.697500,0.836467,1.570000,55.388941,100.000000
07359001,4014.481600,4023.000000,0.212192,34.430556,-92.880833,0.593144,0.690000,87.152087,100.000000
07359002,4014.481600,3981.000000,0.834021,34.426389,-92.890833,0.596765,0.690000,87.041688,100.000000
07359500,4105.131200,4080.000000,0.612190,34.386111,-92.838889,0.588804,0.690000,87.331536,100.000000
07359610,352.238400,340.000000,3.474465,34.383056,-93.605833,0.608504,0.630000,100.000000,100.000000
07359700,520.587600,525.000000,0.847581,34.321391,-93.552779,0.659867,0.630000,100.000000,100.000000
07360200,177.155200,180.000000,1.605824,34.311667,-93.899722,0.752707,0.530000,66.298343,100.000000
07361500,461.017900,464.000000,0.646851,34.038889,-93.418056,1.047290,0.970000,64.946237,100.000000
07362000,13882.336300,13886.000000,0.026391,33.596389,-92.818056,0.875091,1.030000,59.537697,99.740765
07362100,997.145400,1034.000000,3.696011,33.375833,-92.776944,1.027739,0.800000,33.623188,100.000000
07362500,621.597100,583.000000,6.209344,33.792222,-92.333333,0.685908,0.530000,98.801370,98.801370
07362587,69.929700,68.000000,2.759486,34.797500,-92.933333,0.321029,0.050000,89.705882,100.000000
07362641,78.217600,76.000000,2.835168,34.698889,-93.061667,0.376753,0.380000,88.311688,100.000000
07362656,46.101800,34.000000,26.250168,34.719167,-92.992778,0.170571,0.170000,100.000000,100.000000
07362693,243.199900,247.000000,1.562542,34.630556,-92.827222,0.269069,0.190000,92.712551,100.000000
07363000,1424.493500,1422.000000,0.175045,34.568056,-92.610556,0.246011,0.220000,96.335447,100.000000
07363200,2900.786700,2879.000000,0.751062,34.115556,-92.405833,0.327816,0.280000,96.696801,98.504868
07363300,528.357600,521.000000,1.392542,34.319444,-92.344444,0.309598,0.280000,98.659004,98.659004
07363400,675.986900,688.000000,1.777120,34.228333,-92.372500,0.305994,0.280000,98.984035,98.984035
07363500,5438.975000,5435.000000,0.073084,33.700833,-92.025833,0.458170,0.280000,93.703976,98.067010
07364100,27938.201700,28133.000000,0.697247,33.031111,-92.087778,0.937398,0.800000,52.612869,97.756843
07364133,984.195500,837.000000,14.955921,33.866389,-91.656111,0.802255,0.820000,89.021480,93.556086
07364150,1491.833200,1384.000000,7.228234,33.627778,-91.445833,0.943220,0.820000,58.339350,96.101083
07364185,2874.886800,2811.000000,2.222237,33.230556,-91.535556,1.275398,1.320000,28.733997,91.500711
07364200,3074.315900,3041.000000,1.083685,32.990278,-91.655556,1.327041,1.840000,26.561473,89.480605
07365800,466.197900,472.000000,1.244557,33.039167,-92.937500,0.690317,0.800000,100.000000,100.000000
07366200,538.717500,457.000000,15.168896,32.929167,-92.632778,1.156616,0.820000,58.296943,84.497817
07367700,2033.140700,1831.000000,9.942288,32.973611,-91.440278,1.441430,1.840000,21.069869,95.305677
07368000,3175.325400,2844.000000,10.434376,32.481111,-91.797778,1.548559,1.600000,13.567663,96.274165
07369000,934.985700,579.000000,38.073919,32.498611,-91.918056,1.922000,1.850000,0.000000,71.724138
07369500,800.306300,561.000000,29.901839,32.431944,-91.366667,1.081317,1.100000,7.473310,100.000000
07369680,1294.994100,1410.000000,8.880805,33.102500,-91.252222,1.327002,1.330000,18.001417,97.448618
07372050,1916.591200,1985.000000,3.569295,31.934723,-92.603057,0.702875,0.560000,96.223565,99.748238
07372200,4918.387400,4860.000000,1.187125,31.754167,-92.344444,1.036945,0.810000,45.278749,99.897141
07373000,132.089400,131.000000,0.824744,31.536111,-92.408333,1.522045,1.570000,0.000000,100.000000
07374000,2926080.507100,2937538.000000,0.391565,30.445557,-91.191391,0.864552,0.220000,69.214360,91.738762
07375000,266.768800,267.000000,0.086667,30.615833,-90.248611,0.318433,0.310000,100.000000,100.000000
07375280,409.218100,410.000000,0.191072,31.012222,-90.461111,0.641825,0.750000,100.000000,100.000000
07375500,1673.132300,1685.000000,0.709310,30.506389,-90.361667,0.455741,0.310000,100.000000,100.000000
07375800,232.321900,227.000000,2.290744,30.930556,-90.673333,0.598772,0.520000,100.000000,100.000000
07376000,639.727100,672.000000,5.044792,30.503611,-90.677222,0.521174,0.550000,100.000000,100.000000
07376500,205.904100,198.000000,3.838729,30.504167,-90.545833,0.338492,0.360000,100.000000,100.000000
07377000,1502.193100,1504.000000,0.120284,30.888889,-90.844444,0.926757,0.770000,70.431894,98.936877
07377300,2289.549500,2392.000000,4.474701,30.534722,-90.980556,0.906331,0.770000,77.141663,95.653991
07377500,375.548300,383.000000,1.984219,30.755833,-91.043889,1.587839,1.030000,16.145833,63.541667
07377782,116.549500,119.000000,2.102540,30.636944,-91.127500,1.185250,1.090000,11.666667,90.833333
07378000,735.556600,822.000000,11.752107,30.512500,-91.073611,1.386525,0.850000,24.787363,74.726610
07378500,3315.184800,3471.000000,4.700046,30.463889,-90.990278,1.046045,0.850000,64.199309,88.911290
07379960,39.134700,40.000000,2.211081,30.382222,-91.094167,1.286585,0.870000,82.926829,82.926829
